Description,Title,Department,Manager
600368,Electrical Engineer - EISC - MSS & CES,SMP Electrical & Automation,600361
600369,Head of Utility Opn & Maint.,EISC-Utility & Water Treatment Plant,400450
600371,SMP E&A Shift Supervisor,SMP Electrical & Automation,600361
600372,Ladle - Repairman,Refractory & Material Handling,600360
600373,EAF/LF Pulpit Operator,EAF/LF - CCM,600094
600374,Senior BrickLayer,Refractory & Material Handling,600360
600375,EAF&LF Pulpit Operator,EAF/LF - CCM,600094
600376,"RM1, 2, 3 Drive & Automation Engineer","RM 1,2 & 3 / RM1, 2 & 3 Electrical",402056
600377,ASP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600378,Ladle - Repairman,Refractory & Material Handling,600360
600379,Supervisor Operation,EISC-Utility & Water Treatment Plant,600369
600380,Roll Shop  Supervisor,EISC-Rolling Mills,401201
600381,SMP E&A Shift Supervisor,SMP Electrical & Automation,600361
600382,Shift Controller (Finished),EISC-Rolling Mills,400559
600383,Process Engineer,EISC-Rolling Mills,400442
600384,SMP  E & A Engineer,SMP Electrical & Automation,600361
600385,Melter,EAF/LF - CCM,600094
600386,DRP Shift Senior Electrical Technician,DRP  Electrical & Automation,600251
600387,EAF&LF Pulpit Operator,EAF/LF - CCM,600094
600388,SMP E&A Shift Supervisor,SMP Electrical & Automation,600361
600389,Day Shift SMP Senior Electrical Tech.,SMP Electrical & Automation,600361
600390, SMP & CAP Shift Operator,EISC-Utility & Water Treatment Plant,0
700001,Helper,,0
700002,Helper,contractor employees,400451
700004,Helper,contractor employees,400450
700005,Helper,contractor employees,0
700006,Driver,contractor employees,0
700007,Helper,contractor employees,400450
700010,Helper,contractor employees,400451
700011,Desktop Support Engineer,contractor employees,402754
700012,Helper,contractor employees,402322
700013,Driver,contractor employees,402646
700014,Helper,contractor employees,0
700015,Hydraulic Technician,contractor employees,400451
700016,Helper,contractor employees,400451
700017,Mechanical Technician,contractor employees,400451
700019,Assistant Mechanical Technician,contractor employees,0
700020,Hydraulic Technician,contractor employees,402322
700021,Watch Man,contractor employees,400334
700022,Mechanical Technician,contractor employees,400451
700023,Helper,contractor employees,400451
700025,Helper,contractor employees,401612
700027,Mechanical Technician,contractor employees,400451
700028,Mechanical Fitter - CCM,contractor employees,0
700029,Helper,contractor employees,400450
700030,6G Welder,contractor employees,402322
700031,Electrical Technician,contractor employees,400455
700032,Electrical Technician,contractor employees,400455
700033,Technician - Fitters,contractor employees,400451
700034,Desktop Support Engineer,contractor employees,402754
700035,Driver,contractor employees,402646
700036,Helper,contractor employees,400450
700038,Helper,contractor employees,400451
700039,Helper,contractor employees,400451
700040,Helper,contractor employees,400451
700041,Helper,contractor employees,400451
700042,Hydraulic Technician,contractor employees,402322
700044,Helper,contractor employees,0
700045,Helper,contractor employees,0
700046,Helper,contractor employees,400451
700047,Helper,contractor employees,401612
700048,Helper,contractor employees,400962
700049,Helper,contractor employees,400962
700050,Helper,contractor employees,400451
700053,Helper,contractor employees,401612
700054,Helper,contractor employees,401612
700055,Welder,contractor employees,400451
700059,Helper,contractor employees,401612
700060,Welder,contractor employees,400962
700061,Public Relation Officer,contractor employees,400240
700062,Qc Inspector Rm4 (Hsm),contractor employees,402646
700063,Qc Inspector Rm4 (Hsm),contractor employees,402646
700064,Welder,contractor employees,400451
700065,Welder,contractor employees,400451
700067,Mechanical Fitter - CCM,contractor employees,0
700069,Welder / Fabricator,contractor employees,0
700071,Assistant Technician,contractor employees,0
700072,Skilled Helper,contractor employees,402322
700073,Assistant Technician,contractor employees,402322
700074,Welder,contractor employees,402413
700075,Skilled Helper,contractor employees,400962
700076,Skilled Helper,contractor employees,400962
700077,Skilled Helper,contractor employees,400962
700078,Helper,contractor employees,400962
700079,Assistant Technician,contractor employees,402322
700080,Welder,contractor employees,400451
700081,Welder,contractor employees,400451
700082,CNC Operator,contractor employees,400442
700083,Skilled Helper,contractor employees,402413
700084,Mechanical Technician,contractor employees,400451
700085,Mechanical Technician,contractor employees,400451
700087,Machinist Rm4 (Hsm),contractor employees,402646
700089,ASP Operator,contractor employees,400450
700090,Mechanical Fitter - CCM,contractor employees,0
700091,Machinist Rm4 (Hsm),contractor employees,402646
700092,ASP Operator,contractor employees,400450
700093,Machinist Rm4 (Hsm),contractor employees,402646
700094,Assistant Mechanical Technician,contractor employees,0
700095,General Buyer,contractor employees,402579
700097,Assistant Electrical Technician,contractor employees,400455
700098,General Buyer,contractor employees,402579
700100,Assistant Electrical Technician,contractor employees,0
700101,Main Pulpit Operator,contractor employees,400442
700102,Overhead Crane Operator,contractor employees,400442
700103,Overhead Crane Operator- RM 5,contractor employees,400442
700104,Finishing Assistant,contractor employees,400442
700106,Inventory Controller,contractor employees,400442
700107,Crane Operator(Semi finish,contractor employees,400442
700108,Crane Operator(Semi finish,contractor employees,400442
700109,Crane Operator(Semi finish,contractor employees,400442
700110,Roll & Stand Fitter,contractor employees,400442
700112,Machinist,contractor employees,400442
700114,Helper,contractor employees,401612
700115,Helper,contractor employees,400451
700116,Helper,contractor employees,400962
700117,Furnace Operator,contractor employees,400442
700118,Senior Roller,contractor employees,400442
700119,Shift Controller (Semi Finished),contractor employees,400442
700120,Guide fitter,contractor employees,400442
700121,Crane Operator(Semi finish,contractor employees,400442
700122,Roll Shop  Assistant,contractor employees,400442
700123,Furnace Operator,contractor employees,400442
700124,Bundling Operator,contractor employees,400442
700125,Overhead Crane Operator- RM 5,contractor employees,400442
700126,Roller Operator,contractor employees,400442
700127,Inventory Controller,contractor employees,400442
700128,Qc Inspector Rm4 (Hsm),contractor employees,402646
700129,Qc Inspector Rm4 (Hsm),contractor employees,402646
700130,QC Inspector RM 5,contractor employees,402924
700131,Cold Shear Operator,contractor employees,400442
700132,Guide fitter,contractor employees,400442
700133,LC Officer,contractor employees,400337
700134,Crane Operator(Semi finish,contractor employees,400442
700135,Roller Operator,contractor employees,400442
700136,Overhead Crane Operator- RM 5,contractor employees,400442
700137,Roller Operator,contractor employees,400442
700138,Roll & Stand Fitter,contractor employees,400442
700139,Roller Operator,contractor employees,400442
700140,Roller Operator,contractor employees,400442
700141,Helper,contractor employees,400451
700142,Bundling Operator,contractor employees,400442
700143,Cold Shear Operator,contractor employees,400442
700144,Guide fitter,contractor employees,400442
700145,Helper,contractor employees,400451
700146,Mechanical Fitter - CCM,contractor employees,0
700147,HSM Technician,contractor employees,402322
700148,HSM Technician,contractor employees,402413
700149,Roller Operator,contractor employees,400442
700150,Roll & Stand Fitter,contractor employees,400442
700151,HSM Technician,contractor employees,402413
700152,Overhead Crane Operator,contractor employees,402322
700153,Overhead Crane Operator,contractor employees,402322
700154,Overhead Crane Operator,contractor employees,402322
700155,Overhead Crane Operator,contractor employees,402322
700156,Mill Assistant,contractor employees,400442
700157,Crane Operator(Semi finish,contractor employees,400442
700158,Welder / Fabricator,contractor employees,400442
700159,QC Inspector RM 5,contractor employees,402924
700160,Mill Assistant,contractor employees,400442
700161,HSM Technician,contractor employees,402413
700162,Accountant,contractor employees,400370
700163,Main Pulpit Operator,contractor employees,400442
700164,Main Pulpit Operator,contractor employees,400442
700165,Mech. Test House Technician Rm5,contractor employees,402924
700166,HSM Technician,contractor employees,402413
700167,Overhead Crane Operator,contractor employees,402413
700169,Mech. Test House Technician Rm5,contractor employees,402924
700170,Hydraulic Technician,contractor employees,402322
700171,Welder,contractor employees,400451
700172,Mechanical Technician,contractor employees,400451
700173,Mechanical Technician,contractor employees,400451
700174,Bundling Operator,contractor employees,400442
700175,Assistant Electrical Technician,contractor employees,0
700176,Crane Operator(Semi finish,contractor employees,400442
700177,Crane Operator(Semi finish,contractor employees,400442
700178,Roll & Stand Fitter,contractor employees,400442
700179,Crane Operator(Semi finish,contractor employees,400442
700180,Roll & Stand Fitter,contractor employees,400442
700181,Cold Shear Operator,contractor employees,400442
700182,Cold Shear Operator,contractor employees,400442
700184,Helper,contractor employees,400451
700185,Helper,contractor employees,400451
700186,Notching & Branding operator,contractor employees,400442
700187,Mechanical Technician,contractor employees,400451
700188,Roller Operator,contractor employees,400442
700189,Roll & Stand Fitter,contractor employees,400442
700190,Mechanical Fitter - CCM,contractor employees,0
700192,Welder,contractor employees,402413
700193,Helper,contractor employees,400962
700194,Helper,contractor employees,400962
700195,Welder,contractor employees,402413
700196,Welder,contractor employees,400451
700197,Overhead Crane Operator,contractor employees,402413
700198,Overhead Crane Operator- RM 5,contractor employees,400442
700199,Skilled Helper,contractor employees,400962
700200,Assistant Technician,contractor employees,400451
700201,Skilled Helper,contractor employees,402413
700202,Assistant Technician,contractor employees,402322
700203,Qc Inspector Rm4 (Hsm),contractor employees,402646
700205,Crane Operator(Semi finish,contractor employees,400442
700206,Welder,contractor employees,400451
700207,Assistant Technician,contractor employees,402413
700208,Crane Operator(Semi finish,contractor employees,400442
700209,Store Keeper,contractor employees,402413
700210,Assistant Mechanical Technician,contractor employees,0
700211,Store Keeper,contractor employees,402413
700212,Welder,contractor employees,402322
700213,Mill Assistant,contractor employees,400442
700214,Overhead Crane Operator,contractor employees,402413
700215,Helper,contractor employees,400962
700216,Helper,contractor employees,400962
700217,ASP Operator,contractor employees,400450
700218,ASP Operator,contractor employees,400450
700220,Qc Inspector Rm4 (Hsm),contractor employees,402646
700222,Mech. Test House Technician Rm5,contractor employees,402646
700223,Crane Mechanical Technician,contractor employees,0
700227,Grinders,contractor employees,402322
700228,Mechanical Fitter - CCM,contractor employees,0
700229,Mechanical Fitter - CCM,contractor employees,0
700230,Mechanical Technician,contractor employees,400451
700231,Skilled Helper,contractor employees,402413
700232,Crane Operator(Semi finish,contractor employees,400442
700233,Crane Operator - RM,contractor employees,400442
700234,Mechanical Technician,contractor employees,401311
700236,Crane Operator - RM,contractor employees,400442
700237,ASP Operator,contractor employees,400450
700238,Qc Inspector Rm4 (Hsm),contractor employees,402646
700239,Raw Material Handler,contractor employees,402413
700242,Bundling Operator,contractor employees,400442
700243,Crane Operator(Semi finish,contractor employees,400442
700244,Finishing Assistant,contractor employees,400442
700246,Spectro Chemist,contractor employees,402646
700247,RO Opeartor,contractor employees,400450
700248,Technician - Fitters,contractor employees,400451
700250,Welder,contractor employees,400451
700251,Helper,contractor employees,401612
700252,HSM Technician,contractor employees,402413
700253,ASP Operator,contractor employees,400450
700254,Welder,contractor employees,400451
700256,Technician - Fitters,contractor employees,400451
700257,Crane Operator(Semi finish,contractor employees,400442
700258,Documentation Administration,contractor employees,400376
700259,Helper,contractor employees,400962
700260,Electrical Technician,contractor employees,400455
700262,Welder,contractor employees,400451
700263,Skilled Helper,contractor employees,402413
700264,Mechanical Fitter - CCM,contractor employees,0
700265,Electrical Technician,contractor employees,400455
700266,Electrical Technician,contractor employees,400455
700267,Crane Trainer,contractor employees,400376
700268,Hydraulic Technician,contractor employees,400451
700269,Skilled Helper,contractor employees,402413
700270,ASP Operator,contractor employees,400450
700272,Helper,contractor employees,400451
700273,General Buyer,contractor employees,402579
700274,Electrical Technician,contractor employees,400455
700275,Expeditor,contractor employees,402579
700276,Crane Mechanical Technician,contractor employees,0
700277,Network Support Engineer,contractor employees,402754
700278,PMBR Assistant,contractor employees,400376
700279,Furnace Operator,contractor employees,400442
700280,Mech. Test House Technician Rm5,contractor employees,402924
700281,WTP Operator,contractor employees,400450
700282,Crane Operator - RM,contractor employees,400442
700283,Machinist Rm4 (Hsm),contractor employees,402646
700284,Mechanical Fitter - CCM,contractor employees,0
700285,Helper,contractor employees,0
700286,Skilled Helper,contractor employees,402413
700287,Skilled Helper,contractor employees,402413
700288,Skilled Helper,contractor employees,402413
700289,Skilled Helper,contractor employees,402413
700291,Skilled Helper,contractor employees,402413
700292,Finishing Assistant,contractor employees,400442
700293,Finishing Assistant,contractor employees,400442
700294,Skilled Helper,contractor employees,402413
700295,Assistant Electrical Technician,contractor employees,400455
700296,Training Coordinator,contractor employees,400376
700297,Skilled Helper,contractor employees,402413
700299,Shipping & Logistics Coordinator,contractor employees,402413
700300,Assistant Electrical Technician,contractor employees,400455
700302,Mechanical Technician ( Roll,contractor employees,402322
700303,Mechanical Technician ( Roll,contractor employees,402322
700304,Skilled Helper,contractor employees,402413
700305,CNC / Conventional Machinist,contractor employees,402322
700306,Helper,contractor employees,400451
700308,Mechanical Technician ( Roll,contractor employees,402322
700309,Mechanical Technician ( Roll,contractor employees,402322
700310,Skilled Helper,contractor employees,402413
700311,Skilled Helper,contractor employees,402413
700312,LC Officer -I,contractor employees,400337
700313,Qc Inspector Rm4 (Hsm),contractor employees,402646
700314,WTP operator,contractor employees,400450
700315,Skilled Helper,contractor employees,402413
700316,Assistant Technician,contractor employees,400962
700317,Assistant Technician,contractor employees,400962
700318,Skilled Helper,contractor employees,402413
700319,Welder,contractor employees,402322
700321,Assistant Electrical Technician,contractor employees,402322
700322,Roll & Stand Fitter,contractor employees,400442
700323,Crane Mechanical Technician,contractor employees,0
700324,Document Controller,contractor employees,402413
700325,Maintenance Technician,contractor employees,400450
700326,Skilled Helper,contractor employees,402413
700327,Welder,contractor employees,402322
700328,Skilled Helper,contractor employees,402413
700329,Welder,contractor employees,400962
700330,Transaction buyer,contractor employees,402579
700331,Electrical Technician,contractor employees,400455
700332,Skilled Helper,contractor employees,402413
700333,Skilled Helper,contractor employees,402413
700334,Skilled Helper,contractor employees,402413
700335,6G Welder,contractor employees,400451
700336,Crane Operator - RM,contractor employees,400442
700337,Overhead Crane Operator,contractor employees,402413
700338,Finishing Assistant,contractor employees,400442
700339,Mechanical Technician ( Roll,contractor employees,402322
700340,Mechanical Technician ( Roll,contractor employees,402322
700341,Mechanical Fitter - CCM,contractor employees,0
700342,Crane Operator - RM,contractor employees,400442
700343,Finishing Assistant,contractor employees,400442
700344,Finishing Assistant,contractor employees,400442
700346,Mechanical Technician ( Roll,contractor employees,402322
700347,Welder - HSM,contractor employees,402322
700348,Welder - HSM,contractor employees,402322
700350,HSM Technician,contractor employees,402413
700352,Assistant Technician,contractor employees,402413
700353,LC Officer -II,contractor employees,400337
700354,Mechanical Technician,contractor employees,402322
700355,Skilled Helper,contractor employees,402413
700356,Skilled Helper,contractor employees,402413
700357,Skilled Helper,contractor employees,402413
700358,Skilled Helper,contractor employees,402413
700359,Welder,contractor employees,400451
700360,Assistant Mechanical Technician,contractor employees,0
700361,Helper,contractor employees,0
700362,Material Handling Manager,contractor employees,402559
700363,Skilled Helper,contractor employees,402413
700364,Mechanical Technician,contractor employees,402322
700365,Procurement Advisor,contractor employees,400419
700366,Welder,contractor employees,402322
700367,Skilled Helper,contractor employees,402413
700368,Skilled Helper,contractor employees,402413
700369,Assistant Technician,contractor employees,402413
700370,Skilled Helper,contractor employees,402413
700371,Hydraulic Technician,contractor employees,400451
700373,Watch Man,contractor employees,400334
700375,Electrical Technician,contractor employees,400455
700377,Skilled Helper,contractor employees,402413
700378,Skilled Helper,contractor employees,402413
700379,Assistant Technician,contractor employees,400451
700380,Helper,contractor employees,400962
700381,Technician - Fitters,contractor employees,400451
700382,Recruitment Assistant,contractor employees,400376
700383,Assistant Electrical Technician,contractor employees,400455
700384,Skilled Helper,contractor employees,402413
700385,Skilled Helper,contractor employees,402413
700386,Skilled Helper,contractor employees,402413
700387,Skilled Helper,contractor employees,402413
700388,Mechanical Fitter,contractor employees,402322
700389,Mechanical Fitter,contractor employees,402322
700390,Skilled Helper,contractor employees,402413
700391,Skilled Helper,contractor employees,402413
700392,Skilled Helper,contractor employees,402413
700393,Skilled Helper,contractor employees,402413
700394,Skilled Helper,contractor employees,402413
700395,Skilled Helper,contractor employees,402413
700397,Welder,contractor employees,400451
700398,Skilled Helper,contractor employees,402413
700401,Skilled Helper,contractor employees,402413
700402,Welder,contractor employees,400451
700403,Skilled Helper,contractor employees,402413
700404,Skilled Helper,contractor employees,402413
700405,Assistant Electrical Technician,contractor employees,402322
700406,Mechanical Fitter - CCM,contractor employees,0
700407,HR Assistant - Strategy,contractor employees,400376
700408,Skilled Helper,contractor employees,402413
700409,Welder,contractor employees,402322
700410,Health Safety Trainer,contractor employees,400376
700412,Skilled Helper,contractor employees,402413
700413,Skilled Helper,contractor employees,402413
700414,Helper,contractor employees,400451
700416,Civil Engineer,contractor employees,400448
700417,Skilled Helper,contractor employees,402413
700418,Helper,contractor employees,400451
700420,Assistant Technician,contractor employees,402322
700421,Assistant Technician,contractor employees,402322
700422,Assistant Technician,contractor employees,400451
700423,Crane Electrical - Mainte,contractor employees,0
700424,Crane Electrical - Mainte,contractor employees,0
700425,Crane Mechanical - Jr,contractor employees,0
700426,QC Inspector RM 5,contractor employees,402924
700427,ASP Operator,contractor employees,400450
700428,Crane Mechanical - Mainte,contractor employees,0
700429,Helper,contractor employees,400451
700430,Helper,contractor employees,400450
700431,Shipping & Logistics Coordinator,contractor employees,402413
700432,Saw Sharpner,contractor employees,402322
700434,Crane Mechanical - Jr,contractor employees,0
700435,Assistant Mechanical Technician,contractor employees,0
700436,HSM Technician - DXB,contractor employees,402413
700437,Skilled Helper,contractor employees,402413
700438,Helper,contractor employees,400962
700439,Assistant Technician,contractor employees,400451
700440,Assistant Technician,contractor employees,402322
700441,Skilled Helper,contractor employees,402413
700442,Finishing Assistant,contractor employees,400442
700443,Crane Electrical - Mainte,contractor employees,0
700444,Overhead Crane Operator,contractor employees,402413
700445,Skilled Helper,contractor employees,402413
700446,Crane Operator,contractor employees,402413
700448,Helper,contractor employees,400962
700449,Crane Operator,contractor employees,402413
700450,Crane Mechanical - Mainte,contractor employees,0
700452,Assistant Electrical Technician,contractor employees,400455
700453,Electrical Helper Electrician,contractor employees,400455
700454,Grinders,contractor employees,402322
700455,Grinders,contractor employees,402322
700456,Crane Operator,contractor employees,402322
700457,Helper,contractor employees,402322
700458,Crane Operator,contractor employees,402322
700459,Sr. MSS Electrical Shift Techni,contractor employees,400455
700460,Roll & Stand Fitter,contractor employees,400442
700461,Crane Electrical - Mainte,contractor employees,0
700462,Crane Electrical - Mainte,contractor employees,0
700463,6G Welder,contractor employees,402322
700464,Crane Electrical - Mainte,contractor employees,0
700465,HSM Crane Operator,contractor employees,402413
700466,Welder,contractor employees,400451
700467,Welder,contractor employees,400962
700468,Document Controller-Credit Dept,contractor employees,400337
700469,Crane Electrical - Mainte,contractor employees,0
700470,Welder / Fabricator,contractor employees,400442
700471,Electrical Helper Electrician,contractor employees,400455
700472,Crane Operator,contractor employees,402322
700473,Crane Operator,contractor employees,402322
700474,Crane Operator,contractor employees,402413
700475,Crane Electrical - Mainte,contractor employees,0
700476,Helper,contractor employees,401612
700477,Office Assistant -P&L,contractor employees,402579
700478,Health & Saftey Inspector,contractor employees,0
700479,Crane Mechanical - Mainte,contractor employees,400451
700480,Electrical Technician,contractor employees,400455
700482,ABAP Developer,contractor employees,401445
700483,Draughtsman,contractor employees,0
700484,Electrical Technician,contractor employees,400455
700485,Draughtsman,contractor employees,0
700486,Skilled Helper,contractor employees,402413
700487,Welder,contractor employees,400451
700488,Watch Man,contractor employees,400334
700489,Fleet Administrator,contractor employees,400334
700491,Electrical Technician,contractor employees,400455
700492,Health & Safety Manager,contractor employees,0
700493,Welder,contractor employees,400451
700494,Energency Response Team Member,contractor employees,0
700495,Graphic  Designer,contractor employees,402768
700496,Overhead Crane Operator,contractor employees,402322
700497,Crane Electrical - Maintenance Technicia,contractor employees,401311
700498,Inventory Contoller,contractor employees,400442
700499,Draftsman,contractor employees,401311
700500,General Buyer,contractor employees,402579
700501,Mechanical Technician - Fitter,contractor employees,400451
700502,Crane Operator,contractor employees,402322
700503,Crane Operator,contractor employees,402322
700504,RM 5 Shift Supervisor,contractor employees,400442
700505,Finishing Assistant,contractor employees,400442
700506,Finishing Assistant,,400442
700507,Crane Operator,contractor employees,400442
700508,Government Relation Assistant,contractor employees,400432
700509,Finishing Assistant,contractor employees,400442
700510,Mechanical Technician - Fitter,contractor employees,400451
700511,Mechanical Technician - Fitter,contractor employees,400451
700512,Mechanical Maintenance Technician,contractor employees,400451
700513,Mechanical Technician – Welder,contractor employees,400451
700514,Mechanical Maintenance Technician,contractor employees,400451
700515,Mechanical Technician – Welder,contractor employees,400451
700516,Crane Mechanical - Jr. Maintenance Techn,contractor employees,401311
700517,Finishing Assistant,contractor employees,400442
700518,Cleaning Supervisor-HSM,contractor employees,402322
700519,Mechanical Technician - Fitter,contractor employees,400451
700520,Mechanical Maintenance Technician,contractor employees,400451
700521,Mechanical Technician – Welder,contractor employees,400451
700522,Crane Electrical -Maintenance Technician,contractor employees,401311
700523,Assistant Mechanical Technician,contractor employees,0
700524,Helper,contractor employees,0
700525,Helper,contractor employees,400450
700526,Helper,contractor employees,400451
700527,Helper,contractor employees,400451
700528,Helper,contractor employees,0
700532,Crane Mechanical Technician,contractor employees,0
700533,Mech. Test House Technician Rm5,contractor employees,402924
700534,CNC Operator,contractor employees,400442
700535,Machinist,contractor employees,400442
700536,Crane Electrical - Mainte,contractor employees,0
700537,Mechanical Technician – Welder,contractor employees,400451
700538,Mechanical Maintenance Technician,contractor employees,400451
700539,Mechanical Maintenance Technician,contractor employees,400451
700540,Internal Communications Manager,contractor employees,400283
700541,Crane Mechanical - Maintenance Technicia,contractor employees,401311
700542,Media and Communication Co-ordinator,contractor employees,402768
700543,Mechanical Technician,contractor employees,400451
700544,Mechanical Technician,contractor employees,400451
700545,Mechanical Technician,contractor employees,400451
700546,Helper,contractor employees,400451
700547,Helper,contractor employees,400450
700548,Mechanical Fitter - CCM,contractor employees,0
700549,Assistant Mechanical Technician,contractor employees,0
700550,Helper,contractor employees,400451
700551,Assistant Electrical Technician,contractor employees,0
700552,Helper,contractor employees,400451
700553,Assistant Technician,contractor employees,402322
700554,Skilled Helper,contractor employees,402413
700555,Welder,contractor employees,400962
700556,Skilled Helper,contractor employees,402413
700558,Skilled Helper,contractor employees,402413
700559,Electrical Technician,contractor employees,400455
700562,Welder,contractor employees,400451
700563,Mechanical Technician - Fitter,contractor employees,400451
700564,Finishing Assistant,contractor employees,400442
700565,Mechanical Technician - Fitter,contractor employees,400451
700566,Mechanical Technician - Fitter,contractor employees,400451
700567,Mechanical Maintenance Technician,contractor employees,400451
700568,Day Shift Senior Electrical Technician,contractor employees,400455
700569,Housekeeping Coordinator-HSM,contractor employees,402322
700570,Health & Safety Inspector,contractor employees,700492
700571,Sr. EHV Engineer,contractor employees,400455
700573,Helper,contractor employees,400962
700574,Hydraulic Technician,contractor employees,400451
700575,Assistant Technician,contractor employees,402413
700577,Welder,contractor employees,400962
700578,6G Welder,contractor employees,402322
700579,Skilled Helper,contractor employees,402413
700580,Raw Material Handler,contractor employees,402413
700583,Welder,contractor employees,402322
700584,Mechanical Technician,contractor employees,400451
700585,Assistant Electrical Technician,contractor employees,400455
700586,Maintenance Technician,contractor employees,400450
700587,Grinders,contractor employees,402322
700588,Crane Mechanical Technician,contractor employees,0
900195,Scholar-Bachelor-HCT,Mechanical Maintenance & Workshop,400451
900277,RollShop (RM2&3) Sup.-Scholar -HCT,"Rolling Mills 1,2 ,3 & 5",400442
900283,Shift Controller (Finid)-Scholar-ADVETI,"Rolling Mills 1,2 ,3 & 5",400442
900299,Credit Control Officer-Scholar-Zayed Unv,Finance & Costing,400370
900300,Sales Analyst - Scholar - HCT,Sales,400283
900311,"Policies,Proc.& JE Analyst-Scholar-HCT",Training and Career Development,401104
900323,Casting Supervisor - Scholar - HCT,SMP2 CCM,409997
900324,Shift E&A Supervior- Scholar - HCT,Electrical & Automation Maintenance,400455
900325,System Analyst Operation - Scholar - HCT,"Controlling, Business Planning & ERP",400488
900326,Refractory Supervisor -Scholar - AUS,SMP2 Refractory,400940
900327,Shift  E&A Supervisor - Scholars - HCT,OP / E&AM / SMP 1,400493
900328,Shift  E&A Supervisor - Scholars - UAE,OP / E&AM / SMP 2,0
900330,Financial Accountant - Scholar-Zayed Unv,"Controlling, Business Planning & ERP",400488
900360,Maintenance Supervisor- Scholar- HCT,Utility & Water Plant,400450
900364,Scholar-Bachelor-HCT,Electrical & Automation Maintenance,400455
900380,DS RM Maint. Supervisor SHC - HCT,Mechanical Maintenance & Workshop,400451
900390,Scholar - UAE University,Electrical & Automation Maintenance,400455
900392,Scholar - HCT,"Rolling Mills 1,2 ,3 & 5",400442
900393,HCT - Scholar,Human Resources,400376
900394,HCT - Scholar,Electrical & Automation Maintenance,400455
900396,Scholar-VEDC,Scholars,400376
900412,Scholar-VEDC,Scholars,400376
900414,Scholar-VEDC,Scholars,400376
900420,Scholar-VEDC,Scholars,400376
900422,Scholar-VEDC,Scholars,400376
900423,Scholar-VEDC,Scholars,400376
900424,Scholar-VEDC,Scholars,400376
900425,Scholar-VEDC,Scholars,400376
900427,Finishing Assistant-Scholar-VEDC,"Rolling Mills 1,2 ,3 & 5",400442
